log_id,label
46630,normal
46671,normal
47482,normal
46501,normal
46133,normal
47758,normal
48003,normal
46922,normal
46129,normal
48129,normal
48206,normal
46742,normal
46023,normal
46118,normal
46048,normal
46635,normal
47005,normal
46795,normal
45857,normal
46908,normal
46790,normal
45947,normal
47586,normal
47425,normal
46538,normal
46848,normal
46215,normal
45993,normal
46627,normal
48300,normal
46270,normal
46618,normal
48539,normal
46841,normal
46474,normal
46597,normal
45811,normal
46700,normal
46989,normal
46306,normal
46513,normal
45905,normal
47852,normal
46362,normal
48684,normal
46473,normal
46810,normal
46476,normal
45876,normal
46166,normal
46301,normal
46507,normal
48617,normal
45957,normal
45977,normal
46149,normal
45781,normal
46779,normal
46584,normal
46929,normal
47683,normal
46814,normal
45818,normal
46621,normal
45772,normal
45971,normal
46578,normal
45779,normal
47269,normal
45982,normal
46546,normal
46346,normal
46410,normal
46927,normal
46139,normal
46324,normal
48789,normal
46528,normal
46494,normal
46085,normal
47927,normal
46862,normal
46318,normal
46206,normal
46997,normal
46890,normal
46227,normal
47876,normal
46637,normal
46959,normal
47977,normal
46461,normal
46866,normal
46110,normal
48650,normal
47150,normal
46493,normal
46068,normal
46615,normal
46985,normal
46667,normal
46787,normal
48270,normal
46271,normal
46995,normal
48975,normal
46718,normal
46616,normal
46403,normal
46975,normal
47314,normal
47406,normal
46203,normal
47445,normal
46628,normal
47544,normal
46703,normal
48031,normal
47020,normal
46038,normal
45989,normal
47463,normal
48499,normal
45873,normal
47526,normal
46803,normal
48164,normal
47735,normal
45791,normal
46415,normal
46498,normal
47063,normal
45933,normal
45980,normal
46065,normal
47105,normal
45893,normal
49067,normal
48408,normal
46735,normal
46596,normal
45898,normal
46960,normal
49032,normal
45812,normal
45806,normal
46516,normal
46653,normal
46486,normal
46952,normal
45881,normal
46692,normal
46915,normal
46391,normal
46936,normal
48454,normal
46220,normal
46600,normal
46499,normal
46477,normal
46991,normal
45969,normal
47563,normal
48338,normal
46024,normal
46444,normal
47128,normal
48723,normal
48864,normal
48063,normal
47902,normal
48752,normal
46304,normal
46668,normal
46309,normal
46894,normal
48243,normal
46699,normal
46996,normal
48372,normal
46124,normal
46224,normal
46357,normal
46680,normal
46490,normal
46393,normal
46864,normal
46112,normal
46187,normal
47223,normal
48578,normal
46886,normal
46266,normal
46539,normal
46504,normal
46184,normal
46081,normal
45888,normal
46502,normal
45869,normal
46882,normal
46195,normal
46056,normal
46088,normal
46397,normal
46763,normal
49003,normal
46419,normal
48899,normal
48830,normal
45870,normal
46992,normal
46339,normal
46189,normal
46713,normal
46805,normal
48207,normal
46079,normal
46173,normal
47386,normal
46160,normal
45912,normal
46569,normal
45854,normal
46640,normal
46503,normal
48099,normal
46289,normal
46625,normal
46889,normal
46177,normal
46510,normal
46928,normal
46921,normal
46800,normal
46677,normal
47829,normal
47613,normal
47505,normal
46169,normal
48685,normal
46295,normal
46251,normal
46449,normal
45820,normal
47806,normal
46030,normal
46555,normal
46000,normal
45850,normal
46634,normal
45858,normal
47245,normal
48951,normal
46027,normal
48927,normal
48790,normal
46789,normal
46756,normal
46706,normal
47952,normal
46117,normal
45949,normal
46705,normal
46824,normal
48301,normal
47782,normal
46091,normal
45807,normal
48540,normal
45785,normal
45758,normal
47362,normal
46870,normal
46733,normal
46643,normal
46241,normal
47175,normal
46188,normal
46780,normal
46247,normal
46408,normal
48004,normal
47658,normal
48618,normal
47587,normal
45952,normal
46414,normal
45963,normal
46054,normal
46945,normal
47200,normal
46207,normal
46246,normal
46250,normal
46466,normal
46665,normal
46158,normal
46689,normal
46529,normal
46472,normal
46370,normal
46834,normal
46342,normal
46672,normal
46278,normal
48130,normal
48500,normal
46314,normal
46660,normal
46015,normal
46213,normal
48165,normal
46216,normal
45919,normal
47709,normal
45824,normal
46784,normal
48409,normal
49068,normal
46626,normal
46669,normal
46651,normal
48455,normal
46533,normal
46141,normal
45923,normal
46226,normal
46797,normal
46531,normal
46063,normal
46134,normal
46138,normal
46401,normal
47000,normal
46880,normal
46095,normal
46007,normal
46151,normal
46983,normal
46769,normal
46876,normal
46558,normal
46428,normal
46070,normal
46037,normal
46426,normal
46885,normal
46524,normal
46505,normal
47292,normal
45967,normal
46132,normal
45970,normal
46594,normal
46550,normal
45882,normal
48064,normal
48339,normal
48865,normal
46586,normal
46987,normal
47759,normal
46144,normal
45986,normal
46576,normal
46676,normal
46518,normal
48579,normal
45903,normal
46161,normal
47426,normal
45953,normal
48208,normal
46326,normal
47877,normal
47083,normal
46762,normal
47635,normal
47928,normal
46200,normal
46924,normal
45823,normal
47044,normal
45918,normal
46090,normal
46469,normal
47853,normal
48686,normal
48791,normal
46242,normal
46080,normal
47270,normal
46231,normal
47483,normal
47339,normal
46754,normal
47736,normal
46883,normal
48976,normal
46986,normal
45929,normal
47315,normal
46631,normal
47684,normal
47151,normal
46170,normal
46260,normal
45860,normal
45801,normal
47106,normal
48651,normal
46859,normal
47978,normal
48271,normal
46759,normal
49033,normal
47903,normal
47021,normal
48032,normal
45943,normal
46877,normal
48753,normal
46981,normal
46378,normal
48724,normal
46571,normal
46432,normal
48373,normal
48244,normal
46343,normal
45866,normal
46204,normal
48831,normal
45886,normal
49004,normal
48100,normal
46654,normal
46458,normal
48900,normal
46479,normal
48541,normal
45966,normal
46380,normal
46664,normal
48302,normal
46829,normal
46522,normal
48619,normal
46610,normal
46920,normal
45884,normal
45763,normal
46162,normal
46364,normal
46844,normal
46807,normal
48166,normal
49069,normal
48501,normal
48410,normal
48456,normal
46633,normal
46940,normal
47008,normal
46918,normal
46865,normal
46738,normal
46752,normal
46845,normal
45891,normal
45852,normal
46971,normal
46901,normal
46833,normal
45771,normal
46765,normal
46801,normal
46860,normal
46943,normal
46906,normal
46846,normal
46956,normal
46406,normal
46614,normal
45885,normal
46545,normal
46053,normal
47363,normal
47710,normal
45865,normal
46612,normal
47201,normal
46456,normal
47064,normal
47387,normal
45798,normal
46698,normal
46409,normal
47506,normal
47953,normal
46675,normal
46913,normal
47464,normal
46753,normal
46771,normal
46582,normal
46907,normal
46099,normal
46390,normal
46905,normal
47246,normal
47564,normal
47783,normal
47807,normal
46535,normal
48065,normal
48209,normal
48866,normal
48687,normal
46365,normal
48340,normal
47527,normal
48928,normal
48792,normal
47224,normal
47614,normal
47446,normal
48580,normal
47830,normal
48952,normal
48131,normal
46041,normal
47129,normal
47588,normal
47545,normal
48005,normal
47407,normal
46202,normal
45924,normal
47659,normal
47176,normal
46077,normal
46536,normal
46567,normal
46071,normal
46968,normal
46798,normal
46253,normal
45997,normal
46548,normal
46514,normal
46363,normal
45795,normal
46292,normal
46307,normal
46739,normal
45902,normal
48457,normal
46962,normal
46899,normal
48411,normal
48502,normal
46632,normal
49070,normal
46855,normal
48167,normal
46696,normal
48620,normal
48303,normal
46553,normal
46279,normal
48542,normal
46259,normal
46506,normal
45941,normal
91525,normal
46017,normal
48101,normal
48901,normal
46587,normal
49005,normal
48832,normal
45816,normal
48374,normal
45999,normal
46210,normal
47904,normal
48725,normal
47737,normal
46208,normal
48754,normal
48245,normal
47316,normal
47929,normal
47022,normal
47854,normal
47152,normal
49034,normal
48033,normal
91526,impossible_travel
47271,normal
46448,normal
48272,normal
48793,normal
46736,normal
48977,normal
48652,normal
47484,normal
46666,normal
45805,normal
46544,normal
47084,normal
46854,normal
48688,normal
47107,normal
45829,normal
47340,normal
46603,normal
47760,normal
46701,normal
47979,normal
46993,normal
47878,normal
48210,normal
46511,normal
47685,normal
46965,normal
46412,normal
48581,normal
47427,normal
48341,normal
47045,normal
48066,normal
48867,normal
46566,normal
45961,normal
47293,normal
45887,normal
47636,normal
45930,normal
46092,normal
46374,normal
46691,normal
46647,normal
48458,normal
46749,normal
48412,normal
46205,normal
49071,normal
46828,normal
48503,normal
47660,normal
46497,normal
48168,normal
47954,normal
48132,normal
47589,normal
45921,normal
48006,normal
47202,normal
47711,normal
47784,normal
46373,normal
45913,normal
45959,normal
47507,normal
47831,normal
48621,normal
47364,normal
47177,normal
46236,normal
46312,normal
48543,normal
46157,normal
48304,normal
47615,normal
48929,normal
48794,normal
47247,normal
48953,normal
46217,normal
47388,normal
45964,normal
46172,normal
48689,normal
46313,normal
46221,normal
45809,normal
46467,normal
46611,normal
48102,normal
46988,normal
47808,normal
46721,normal
46225,normal
47130,normal
48211,normal
49006,normal
48833,normal
48902,normal
46560,normal
46368,normal
48582,normal
46261,normal
46025,normal
48726,normal
47225,normal
46218,normal
48755,normal
48375,normal
48246,normal
47065,normal
47565,normal
48868,normal
48067,normal
47408,normal
47317,normal
45856,normal
48342,normal
48459,normal
46421,normal
46021,normal
47465,normal
46737,normal
47006,normal
49035,normal
48413,normal
49072,normal
47528,normal
47980,normal
47447,normal
47153,normal
48034,normal
47272,normal
47546,normal
48169,normal
47879,normal
47905,normal
48504,normal
46802,normal
46568,normal
48978,normal
48653,normal
91776,insider_drift
46475,normal
47004,normal
47738,normal
48273,normal
45790,normal
47023,normal
45911,normal
45897,normal
47108,normal
48795,normal
46372,normal
48622,normal
47686,normal
47930,normal
48690,normal
46581,normal
47855,normal
46447,normal
48544,normal
46903,normal
48305,normal
46033,normal
47712,normal
47085,normal
47428,normal
47590,normal
48212,normal
48133,normal
48007,normal
47341,normal
47046,normal
46417,normal
47761,normal
48460,normal
47485,normal
47661,normal
46369,normal
48583,normal
48103,normal
47365,normal
47637,normal
47785,normal
47955,normal
47294,normal
48414,normal
46852,normal
49073,normal
47203,normal
48068,normal
48869,normal
48343,normal
46565,normal
46107,normal
48834,normal
48903,normal
48505,normal
48170,normal
49007,normal
47616,normal
47508,normal
47178,normal
48796,normal
48954,normal
48930,normal
47832,normal
47248,normal
48376,normal
48756,normal
48247,normal
48691,normal
48727,normal
48623,normal
47389,normal
47809,normal
47906,normal
49036,normal
48035,normal
48545,normal
48306,normal
47318,normal
48213,normal
48461,normal
47273,normal
47109,normal
47566,normal
47226,normal
47739,normal
48979,normal
49074,normal
48584,normal
47880,normal
48415,normal
48274,normal
48654,normal
47131,normal
47154,normal
47981,normal
47024,normal
45889,normal
48171,normal
47713,normal
48008,normal
48797,normal
48506,normal
48069,normal
48870,normal
47687,normal
47931,normal
47856,normal
48344,normal
48104,normal
47591,normal
48134,normal
47662,normal
48692,normal
47547,normal
47529,normal
47448,normal
47066,normal
47409,normal
47466,normal
49008,normal
48835,normal
47366,normal
48904,normal
46155,normal
47204,normal
48624,normal
47786,normal
47429,normal
47956,normal
48462,normal
47762,normal
46999,normal
47086,normal
48214,normal
48757,normal
48377,normal
91746,insider_drift
47047,normal
48248,normal
48728,normal
47486,normal
48307,normal
47342,normal
47833,normal
48546,normal
49075,normal
48416,normal
46540,normal
48955,normal
48931,normal
47249,normal
48585,normal
48798,normal
46001,normal
47617,normal
47179,normal
48172,normal
47295,normal
47509,normal
48507,normal
49037,normal
48693,normal
47907,normal
47319,normal
48871,normal
48036,normal
47638,normal
48345,normal
91661,device_spoofing
48070,normal
48105,normal
47810,normal
47881,normal
91662,device_spoofing
47390,normal
48463,normal
47025,normal
48275,normal
48980,normal
47110,normal
47274,normal
48655,normal
47155,normal
47740,normal
48009,normal
47714,normal
48625,normal
47982,normal
47592,normal
48215,normal
48135,normal
49076,normal
48417,normal
49009,normal
47663,normal
48905,normal
48799,normal
48836,normal
91663,device_spoofing
47567,normal
48547,normal
48308,normal
47857,normal
47132,normal
48586,normal
47957,normal
48508,normal
48173,normal
47205,normal
47227,normal
47932,normal
48694,normal
47787,normal
47688,normal
48249,normal
48378,normal
48729,normal
48758,normal
47367,normal
48071,normal
48346,normal
48872,normal
91664,device_spoofing
48464,normal
91665,device_spoofing
47834,normal
47548,normal
47087,normal
47320,normal
47908,normal
47487,normal
47067,normal
48418,normal
47449,normal
49077,normal
49038,normal
47510,normal
48106,normal
47048,normal
48932,normal
48800,normal
48956,normal
48216,normal
48626,normal
47530,normal
47343,normal
47180,normal
48037,normal
47430,normal
47763,normal
47410,normal
47250,normal
47467,normal
47618,normal
91761,insider_drift
48695,normal
48174,normal
48509,normal
48587,normal
47593,normal
48010,normal
48309,normal
48548,normal
49010,normal
48837,normal
47715,normal
47983,normal
48906,normal
47026,normal
47664,normal
47391,normal
48136,normal
47882,normal
47111,normal
48276,normal
48981,normal
48656,normal
48465,normal
47275,normal
47741,normal
47156,normal
47811,normal
48072,normal
48347,normal
48873,normal
47639,normal
47296,normal
48801,normal
49078,normal
48730,normal
48379,normal
48419,normal
48250,normal
48759,normal
48217,normal
47206,normal
91731,insider_drift
47368,normal
48627,normal
47788,normal
47958,normal
47933,normal
48696,normal
47689,normal
47858,normal
47228,normal
48510,normal
48107,normal
48175,normal
47133,normal
48588,normal
47568,normal
47909,normal
48310,normal
48466,normal
48549,normal
49039,normal
47321,normal
48038,normal
47181,normal
48802,normal
47619,normal
48957,normal
48933,normal
48838,normal
48874,normal
48907,normal
49011,normal
47511,normal
48348,normal
48420,normal
48073,normal
47049,normal
47251,normal
49079,normal
47835,normal
47431,normal
47594,normal
47764,normal
48218,normal
48137,normal
47716,normal
48011,normal
47488,normal
47665,normal
47088,normal
47344,normal
48697,normal
48628,normal
47883,normal
47157,normal
47112,normal
48982,normal
48657,normal
48277,normal
47450,normal
48511,normal
47742,normal
48176,normal
47531,normal
47068,normal
47276,normal
47984,normal
47027,normal
48760,normal
47549,normal
48467,normal
47468,normal
48731,normal
47812,normal
48380,normal
48251,normal
48589,normal
47411,normal
91791,insider_drift
48108,normal
47392,normal
47369,normal
47207,normal
47959,normal
48311,normal
48803,normal
47789,normal
48550,normal
49080,normal
48421,normal
47934,normal
47297,normal
48074,normal
48875,normal
48349,normal
48219,normal
48698,normal
47690,normal
47859,normal
47640,normal
49040,normal
48039,normal
48839,normal
48908,normal
49012,normal
47322,normal
47910,normal
48512,normal
48629,normal
48177,normal
48468,normal
47717,normal
47182,normal
47836,normal
47252,normal
48934,normal
47666,normal
48590,normal
48804,normal
48138,normal
48958,normal
47229,normal
47569,normal
47512,normal
47620,normal
47595,normal
47134,normal
48012,normal
48422,normal
49081,normal
48312,normal
48551,normal
47743,normal
47028,normal
48109,normal
48732,normal
48761,normal
47158,normal
48381,normal
48252,normal
48278,normal
47985,normal
47432,normal
48983,normal
47489,normal
48658,normal
48699,normal
47765,normal
48220,normal
47113,normal
47277,normal
48350,normal
47050,normal
47884,normal
48075,normal
48876,normal
47345,normal
47089,normal
48469,normal
48178,normal
48513,normal
47790,normal
47370,normal
48630,normal
48805,normal
47208,normal
47960,normal
48840,normal
49013,normal
48040,normal
48909,normal
47911,normal
47813,normal
47451,normal
48591,normal
47393,normal
47069,normal
47550,normal
49082,normal
48423,normal
47412,normal
49041,normal
47532,normal
47469,normal
47323,normal
47691,normal
47935,normal
47596,normal
48700,normal
48552,normal
48313,normal
48139,normal
47860,normal
47667,normal
48013,normal
48221,normal
47718,normal
48470,normal
48110,normal
48351,normal
48877,normal
47641,normal
47253,normal
48076,normal
48179,normal
47621,normal
48514,normal
48959,normal
48806,normal
47298,normal
48935,normal
48382,normal
47513,normal
47837,normal
48253,normal
48733,normal
47183,normal
48762,normal
48631,normal
47744,normal
47159,normal
47230,normal
48592,normal
49083,normal
48659,normal
47135,normal
47114,normal
47029,normal
48424,normal
48279,normal
48984,normal
47278,normal
47986,normal
47885,normal
47570,normal
48701,normal
47961,normal
47371,normal
47209,normal
48841,normal
49014,normal
48910,normal
47490,normal
47791,normal
47766,normal
48471,normal
47051,normal
48222,normal
47346,normal
48314,normal
47090,normal
47433,normal
48553,normal
48807,normal
48041,normal
49042,normal
48515,normal
48180,normal
47394,normal
48878,normal
47324,normal
48077,normal
48352,normal
48111,normal
47912,normal
47597,normal
47814,normal
48632,normal
48140,normal
48425,normal
47668,normal
49084,normal
48014,normal
47936,normal
47719,normal
48593,normal
47692,normal
48702,normal
48383,normal
48254,normal
47861,normal
48734,normal
48763,normal
48472,normal
47254,normal
47838,normal
47514,normal
47551,normal
47470,normal
48936,normal
48223,normal
48960,normal
48808,normal
47622,normal
47452,normal
47533,normal
47184,normal
47413,normal
47070,normal
48516,normal
48181,normal
47886,normal
47030,normal
47160,normal
48315,normal
48842,normal
48554,normal
49015,normal
47987,normal
48911,normal
47745,normal
48660,normal
48280,normal
48985,normal
47115,normal
47279,normal
47299,normal
48078,normal
48879,normal
48353,normal
47962,normal
47642,normal
47372,normal
48426,normal
49085,normal
47210,normal
48633,normal
47136,normal
47792,normal
47571,normal
48703,normal
48112,normal
48594,normal
48473,normal
47913,normal
48042,normal
49043,normal
47325,normal
47231,normal
48809,normal
47720,normal
47434,normal
48224,normal
48141,normal
47598,normal
48015,normal
47347,normal
47669,normal
47767,normal
47052,normal
47491,normal
48182,normal
47091,normal
48517,normal
47395,normal
48384,normal
48735,normal
48255,normal
48764,normal
48555,normal
47815,normal
48316,normal
47862,normal
49086,normal
47937,normal
48427,normal
47693,normal
48079,normal
48880,normal
48354,normal
48704,normal
48843,normal
48912,normal
48634,normal
49016,normal
47515,normal
48474,normal
47623,normal
47255,normal
48961,normal
48810,normal
47839,normal
48937,normal
48595,normal
47185,normal
47116,normal
47031,normal
47280,normal
47887,normal
48113,normal
47988,normal
48661,normal
47161,normal
48281,normal
48986,normal
48225,normal
47793,normal
47746,normal
48518,normal
48183,normal
47963,normal
47211,normal
47914,normal
47373,normal
47326,normal
47552,normal
47414,normal
47453,normal
48428,normal
47071,normal
49044,normal
49087,normal
48043,normal
47471,normal
48556,normal
47534,normal
48016,normal
48317,normal
48705,normal
47670,normal
48142,normal
47300,normal
48475,normal
47599,normal
48355,normal
48080,normal
48881,normal
47721,normal
48811,normal
47643,normal
48635,normal
48385,normal
48736,normal
48256,normal
48765,normal
47572,normal
48596,normal
47232,normal
47053,normal
48913,normal
49017,normal
47137,normal
48844,normal
47768,normal
47435,normal
47092,normal
47492,normal
47348,normal
48226,normal
47396,normal
48184,normal
48519,normal
48114,normal
47694,normal
49088,normal
48429,normal
47816,normal
47863,normal
48706,normal
47624,normal
47516,normal
48476,normal
47186,normal
47840,normal
48812,normal
47938,normal
48962,normal
48938,normal
47162,normal
47256,normal
47747,normal
48557,normal
47989,normal
48318,normal
47374,normal
48987,normal
48282,normal
48662,normal
48882,normal
47032,normal
48356,normal
48081,normal
47281,normal
47888,normal
48636,normal
47117,normal
47794,normal
47212,normal
47964,normal
47915,normal
49045,normal
48597,normal
47600,normal
47327,normal
48044,normal
47671,normal
48227,normal
48143,normal
48520,normal
48185,normal
48386,normal
48737,normal
48766,normal
48257,normal
47722,normal
48017,normal
49089,normal
48430,normal
48707,normal
49018,normal
48845,normal
48914,normal
48477,normal
48813,normal
48115,normal
47535,normal
47472,normal
47553,normal
47454,normal
48319,normal
47301,normal
48558,normal
47072,normal
48883,normal
48082,normal
47415,normal
47644,normal
48357,normal
48637,normal
47054,normal
47138,normal
48598,normal
47233,normal
47093,normal
48228,normal
48521,normal
47573,normal
47397,normal
47864,normal
48186,normal
47769,normal
47349,normal
47493,normal
49090,normal
47841,normal
47436,normal
48708,normal
48431,normal
47695,normal
47939,normal
47517,normal
47033,normal
47187,normal
47817,normal
48963,normal
48939,normal
48478,normal
48814,normal
47163,normal
47965,normal
47213,normal
47257,normal
48663,normal
48283,normal
48988,normal
47795,normal
47118,normal
47748,normal
47625,normal
47723,normal
47601,normal
47889,normal
47282,normal
47375,normal
47990,normal
49046,normal
48045,normal
48144,normal
47916,normal
48018,normal
48258,normal
48767,normal
48387,normal
48738,normal
47328,normal
47672,normal
48915,normal
48846,normal
49019,normal
48116,normal
48320,normal
48559,normal
48884,normal
48358,normal
48083,normal
48638,normal
48599,normal
48187,normal
48229,normal
48522,normal
48432,normal
49091,normal
48815,normal
48479,normal
48709,normal
50531,normal
51030,normal
50429,normal
50690,normal
50306,normal
51099,normal
50356,normal
50875,normal
50923,normal
51072,normal
50730,normal
51010,normal
51276,normal
51214,normal
50855,normal
50749,normal
51188,normal
50492,normal
51369,normal
52070,normal
51336,normal
51257,normal
52277,normal
50898,normal
52192,normal
51048,normal
51733,normal
52160,normal
51526,normal
52004,normal
51669,normal
51590,normal
50468,normal
51559,normal
50652,normal
50511,normal
52340,normal
50767,normal
51470,normal
51296,normal
50671,normal
51854,normal
51693,normal
51898,normal
50806,normal
52033,normal
51502,normal
51945,normal
50581,normal
51806,normal
52237,normal
51758,normal
51401,normal
51974,normal
52115,normal
50328,normal
51427,normal
51623,normal
52308,normal
50448,normal
50830,normal
50407,normal
51164,normal
50555,normal
50380,normal
50607,normal
50708,normal
51234,normal
50941,normal
50968,normal
51144,normal
50785,normal
50991,normal
51125,normal
50632,normal
51759,normal
51807,normal
51899,normal
51624,normal
52071,normal
52116,normal
52193,normal
51428,normal
51855,normal
51297,normal
52238,normal
51694,normal
52034,normal
51591,normal
51337,normal
51527,normal
51471,normal
52161,normal
52309,normal
51370,normal
51560,normal
52278,normal
51975,normal
52005,normal
50942,normal
51946,normal
50556,normal
50329,normal
50831,normal
50582,normal
51100,normal
50381,normal
51402,normal
51189,normal
50469,normal
51734,normal
51073,normal
50807,normal
50876,normal
51235,normal
50357,normal
50608,normal
51503,normal
51760,normal
51670,normal
50969,normal
50532,normal
52341,normal
51900,normal
51808,normal
50709,normal
51165,normal
50899,normal
51049,normal
51625,normal
52072,normal
52117,normal
52194,normal
51856,normal
50307,normal
51429,normal
50512,normal
50633,normal
50408,normal
51011,normal
50786,normal
51215,normal
50430,normal
51298,normal
50856,normal
51695,normal
52239,normal
51258,normal
51145,normal
50449,normal
51126,normal
50691,normal
50992,normal
50750,normal
50493,normal
51277,normal
50653,normal
50731,normal
52035,normal
50672,normal
50924,normal
51031,normal
50768,normal
51592,normal
51338,normal
51528,normal
52310,normal
51761,normal
51371,normal
52162,normal
51472,normal
51809,normal
52279,normal
51901,normal
51561,normal
51626,normal
52118,normal
52073,normal
51976,normal
52195,normal
51857,normal
51947,normal
52006,normal
50330,normal
51430,normal
51074,normal
51696,normal
52240,normal
51299,normal
50557,normal
51403,normal
50382,normal
50943,normal
50832,normal
51190,normal
50583,normal
50900,normal
50358,normal
51735,normal
51101,normal
52036,normal
51166,normal
50609,normal
51671,normal
52342,normal
50470,normal
51504,normal
51762,normal
51810,normal
50808,normal
51902,normal
50877,normal
50970,normal
50533,normal
51627,normal
51050,normal
51236,normal
52074,normal
52196,normal
52119,normal
50710,normal
50308,normal
51339,normal
51593,normal
51529,normal
51858,normal
51372,normal
50409,normal
51431,normal
51473,normal
52311,normal
52163,normal
50787,normal
51562,normal
52280,normal
51146,normal
50634,normal
50513,normal
50450,normal
51278,normal
51300,normal
51012,normal
51697,normal
51977,normal
50857,normal
52241,normal
51216,normal
51127,normal
52007,normal
51948,normal
51811,normal
50993,normal
51763,normal
50732,normal
51903,normal
50331,normal
50431,normal
50673,normal
51259,normal
52037,normal
50494,normal
50654,normal
51628,normal
50692,normal
50383,normal
52197,normal
50944,normal
52120,normal
51075,normal
50925,normal
52075,normal
50751,normal
51102,normal
50769,normal
51859,normal
51191,normal
51032,normal
91696,low_slow_exfiltration
51404,normal
51432,normal
50558,normal
50584,normal
51736,normal
51594,normal
51340,normal
50610,normal
51530,normal
50359,normal
50833,normal
50809,normal
50901,normal
51764,normal
52312,normal
52164,normal
51812,normal
51373,normal
51672,normal
52343,normal
52242,normal
51698,normal
51505,normal
51474,normal
51301,normal
50534,normal
51167,normal
51904,normal
51051,normal
50471,normal
51563,normal
52281,normal
51629,normal
51237,normal
50971,normal
52076,normal
52121,normal
50878,normal
52198,normal
51978,normal
52038,normal
50309,normal
51860,normal
50711,normal
52008,normal
51949,normal
51433,normal
91704,low_slow_exfiltration
50410,normal
50332,normal
50788,normal
51765,normal
51076,normal
51813,normal
50635,normal
50945,normal
51217,normal
50451,normal
51905,normal
50514,normal
51279,normal
51302,normal
50384,normal
51699,normal
52243,normal
51595,normal
51341,normal
51147,normal
51630,normal
51531,normal
51013,normal
50858,normal
50559,normal
51405,normal
52199,normal
51192,normal
52122,normal
52077,normal
51128,normal
51374,normal
50585,normal
52165,normal
52313,normal
50495,normal
51475,normal
51103,normal
50902,normal
51260,normal
51861,normal
50733,normal
51737,normal
50994,normal
50655,normal
50432,normal
50674,normal
51564,normal
52282,normal
52039,normal
50834,normal
51434,normal
50611,normal
50535,normal
50926,normal
50693,normal
51033,normal
50810,normal
52344,normal
51168,normal
51052,normal
50752,normal
51766,normal
51979,normal
51673,normal
51506,normal
51814,normal
50770,normal
50360,normal
50472,normal
51906,normal
52009,normal
50972,normal
51950,normal
51631,normal
52244,normal
51303,normal
51238,normal
50879,normal
51700,normal
50333,normal
91730,low_slow_exfiltration
52200,normal
52078,normal
52123,normal
50712,normal
50310,normal
51532,normal
51342,normal
51596,normal
51862,normal
50411,normal
50946,normal
51435,normal
52314,normal
52166,normal
51815,normal
50385,normal
51767,normal
51077,normal
51375,normal
51476,normal
52040,normal
51104,normal
50560,normal
51907,normal
50789,normal
51406,normal
51565,normal
50586,normal
52283,normal
51632,normal
51193,normal
50515,normal
51280,normal
51014,normal
51304,normal
51738,normal
52124,normal
50859,normal
51980,normal
50636,normal
50903,normal
52201,normal
52245,normal
52079,normal
51701,normal
51218,normal
50612,normal
51148,normal
50835,normal
50452,normal
51863,normal
50536,normal
50473,normal
52010,normal
51951,normal
51768,normal
51129,normal
52345,normal
51507,normal
50433,normal
51816,normal
51053,normal
51674,normal
51169,normal
51436,normal
50361,normal
50656,normal
50496,normal
50811,normal
50734,normal
50334,normal
51597,normal
51533,normal
51343,normal
50675,normal
51261,normal
51908,normal
50995,normal
50973,normal
52041,normal
51239,normal
51633,normal
50880,normal
51376,normal
52167,normal
52315,normal
51477,normal
50694,normal
51034,normal
50927,normal
51078,normal
50753,normal
52080,normal
52125,normal
52202,normal
50771,normal
50386,normal
50311,normal
51305,normal
52246,normal
51566,normal
51702,normal
50947,normal
52284,normal
51864,normal
50713,normal
50412,normal
50587,normal
51817,normal
51769,normal
51407,normal
51194,normal
51437,normal
50561,normal
51105,normal
51981,normal
51909,normal
51634,normal
50836,normal
50790,normal
51739,normal
51952,normal
50904,normal
52011,normal
51534,normal
51598,normal
51344,normal
50613,normal
52042,normal
52126,normal
52203,normal
52081,normal
50474,normal
50453,normal
50362,normal
51170,normal
51219,normal
50637,normal
51149,normal
50335,normal
50860,normal
51281,normal
50812,normal
50516,normal
51818,normal
51703,normal
52346,normal
51377,normal
52247,normal
51675,normal
51306,normal
52316,normal
52168,normal
51770,normal
51478,normal
51865,normal
51508,normal
51054,normal
51015,normal
50537,normal
50225,normal
51910,normal
51438,normal
49180,normal
51567,normal
52285,normal
49969,normal
51079,normal
50996,normal
51635,normal
50948,normal
50035,normal
51130,normal
50974,normal
51240,normal
50881,normal
50657,normal
49108,normal
50034,normal
50387,normal
50676,normal
49139,normal
50192,normal
50735,normal
50299,normal
49701,normal
50253,normal
49530,normal
49155,normal
49788,normal
50497,normal
51262,normal
50434,normal
52127,normal
49680,normal
52082,normal
52204,normal
49259,normal
51982,normal
50257,normal
49634,normal
51106,normal
51408,normal
50562,normal
51771,normal
51195,normal
50413,normal
52043,normal
50019,normal
50588,normal
51819,normal
51345,normal
51599,normal
49338,normal
50714,normal
51866,normal
51535,normal
49308,normal
50312,normal
49097,normal
52248,normal
49535,normal
50754,normal
51307,normal
51704,normal
49204,normal
51953,normal
51035,normal
52012,normal
50236,normal
51911,normal
50928,normal
49300,normal
49200,normal
49439,normal
49369,normal
51439,normal
49741,normal
51740,normal
49924,normal
50695,normal
50772,normal
52169,normal
51378,normal
50837,normal
51479,normal
49321,normal
50905,normal
50614,normal
49993,normal
52317,normal
51636,normal
49665,normal
50128,normal
49140,normal
49251,normal
49304,normal
50273,normal
50041,normal
50336,normal
50791,normal
49505,normal
49153,normal
49534,normal
50813,normal
